,Open,High,Low,Close,Volume,Dividends,Stock Splits,row_num,row_weight
2021-09-03 19:00:00+00:00,3953.638427734375,3953.638427734375,3931.02734375,3943.233642578125,0,0,0,65,1.0
2021-09-03 20:00:00+00:00,3945.845947265625,3945.845947265625,3912.182373046875,3919.693115234375,0,0,0,66,1.0
2021-09-03 21:00:00+00:00,3917.281005859375,3940.886962890625,3917.281005859375,3935.355712890625,0,0,0,67,1.0
2021-09-03 22:00:00+00:00,3936.32763671875,3936.32763671875,3871.453369140625,3891.578857421875,0,0,0,68,1.0
2021-09-04 00:00:00+00:00,3937.91015625,3969.44873046875,3915.28076171875,3948.990966796875,0,0,0,69,1.0
2021-09-04 01:00:00+00:00,3944.326416015625,3950.650390625,3923.470703125,3924.25732421875,0,0,0,70,1.0
2021-09-04 02:00:00+00:00,3921.9482421875,3942.8544921875,3907.577392578125,3942.8544921875,0,0,0,71,1.0
2021-09-04 03:00:00+00:00,3943.405517578125,3943.405517578125,3916.581787109375,3919.308837890625,0,0,0,72,1.0
2021-09-04 04:00:00+00:00,3919.57861328125,3926.8828125,3908.64453125,3910.623291015625,0,0,0,73,1.0
2021-09-04 05:00:00+00:00,3907.74951171875,3927.924560546875,3896.148193359375,3925.30712890625,28928000,0,0,74,1.0
2021-09-04 06:00:00+00:00,3927.11181640625,3935.406005859375,3920.61962890625,3923.10546875,0,0,0,75,1.0
2021-09-04 07:00:00+00:00,3922.593994140625,3934.14306640625,3912.5517578125,3918.751708984375,0,0,0,76,1.0
2021-09-04 08:00:00+00:00,3916.52685546875,3953.622314453125,3913.13525390625,3940.066650390625,0,0,0,77,1.0
2021-09-04 09:00:00+00:00,3935.6845703125,3945.777587890625,3927.085693359375,3929.966796875,0,0,0,78,1.0
2021-09-04 10:00:00+00:00,3929.707275390625,3946.17529296875,3909.79296875,3909.79296875,0,0,0,79,1.0
2021-09-04 11:00:00+00:00,3906.94677734375,3912.8564453125,3891.5478515625,3891.5478515625,0,0,0,80,1.0
2021-09-04 12:00:00+00:00,3888.95654296875,3927.201904296875,3884.4306640625,3918.500244140625,0,0,0,81,1.0
2021-09-04 13:00:00+00:00,3917.73046875,3922.06494140625,3903.21240234375,3912.8984375,0,0,0,82,1.0
2021-09-04 14:00:00+00:00,3912.26123046875,3912.26123046875,3891.9775390625,3905.4892578125,0,0,0,83,1.0
2021-09-04 15:00:00+00:00,3904.28955078125,3921.71923828125,3904.28955078125,3913.923095703125,0,0,0,84,1.0
2021-09-04 16:00:00+00:00,3919.4169921875,3924.915283203125,3899.069091796875,3903.743408203125,0,0,0,85,1.0
2021-09-04 17:00:00+00:00,3902.91015625,3904.819091796875,3856.524658203125,3881.854736328125,462878720,0,0,86,1.0
2021-09-04 18:00:00+00:00,3881.837890625,3889.171875,3859.36083984375,3859.42333984375,0,0,0,87,1.0
2021-09-04 19:00:00+00:00,3862.3095703125,3862.64404296875,3837.93115234375,3857.0341796875,340826112,0,0,88,1.0
2021-09-04 20:00:00+00:00,3859.91748046875,3882.87060546875,3856.689697265625,3880.295166015625,0,0,0,89,1.0
2021-09-04 21:00:00+00:00,3880.089599609375,3901.772216796875,3880.089599609375,3891.84619140625,7430144,0,0,90,1.0
2021-09-04 22:00:00+00:00,3891.9443359375,3901.70703125,3881.239990234375,3888.871826171875,0,0,0,91,1.0
2021-09-05 00:00:00+00:00,3886.3310546875,3913.707763671875,3871.038818359375,3903.4716796875,0,0,0,92,1.0
2021-09-05 01:00:00+00:00,3904.052734375,3906.985107421875,3882.025390625,3896.479736328125,0,0,0,93,1.0
2021-09-05 02:00:00+00:00,3893.0615234375,3905.647216796875,3891.157470703125,3892.01953125,0,0,0,94,1.0
2021-09-05 03:00:00+00:00,3892.176513671875,3895.181640625,3847.52783203125,3848.656005859375,0,0,0,95,1.0
2021-09-05 04:00:00+00:00,3848.17236328125,3873.456298828125,3848.17236328125,3870.0634765625,0,0,0,96,1.0
2021-09-05 05:00:00+00:00,3872.54931640625,3876.3515625,3862.033935546875,3864.786865234375,0,0,0,97,1.0
2021-09-05 06:00:00+00:00,3863.68603515625,3876.0908203125,3838.4873046875,3876.0908203125,195246080,0,0,98,1.0
2021-09-05 07:00:00+00:00,3876.757080078125,3889.93603515625,3865.290771484375,3871.581298828125,22919168,0,0,99,1.0
2021-09-05 08:00:00+00:00,3872.66357421875,3920.00732421875,3864.7392578125,3920.00732421875,0,0,0,100,1.0
2021-09-05 09:00:00+00:00,3919.7421875,3930.49365234375,3912.15380859375,3930.49365234375,0,0,0,101,1.0
2021-09-05 10:00:00+00:00,3929.40673828125,3955.71240234375,3918.364990234375,3921.531494140625,0,0,0,102,1.0
2021-09-05 11:00:00+00:00,3921.859130859375,3938.34521484375,3911.988037109375,3921.39697265625,0,0,0,103,1.0
2021-09-05 12:00:00+00:00,3925.79345703125,3953.775146484375,3920.198486328125,3930.461181640625,0,0,0,104,1.0
2021-09-05 13:00:00+00:00,3932.042236328125,3943.04541015625,3921.16064453125,3930.716064453125,0,0,0,105,1.0
2021-09-05 14:00:00+00:00,3931.06884765625,3942.531982421875,3916.136962890625,3919.055419921875,0,0,0,106,1.0
2021-09-05 15:00:00+00:00,3919.14404296875,3922.976806640625,3902.692626953125,3905.621826171875,0,0,0,107,1.0
2021-09-05 16:00:00+00:00,3908.688720703125,3924.46240234375,3901.406005859375,3916.16455078125,0,0,0,108,1.0
2021-09-05 17:00:00+00:00,3914.85498046875,3930.034912109375,3913.502197265625,3927.8671875,0,0,0,109,1.0
2021-09-05 18:00:00+00:00,3927.66943359375,3929.683837890625,3917.986572265625,3927.34765625,0,0,0,110,1.0
2021-09-05 19:00:00+00:00,3923.8408203125,3948.908447265625,3920.466064453125,3927.4921875,58877952,0,0,111,1.0
2021-09-05 20:00:00+00:00,3929.767822265625,3969.66552734375,3922.40087890625,3969.068603515625,258394112,0,0,112,1.0
2021-09-05 21:00:00+00:00,3969.391357421875,3979.1865234375,3943.528564453125,3954.858642578125,476309504,0,0,113,1.0
2021-09-05 22:00:00+00:00,3953.899169921875,3953.899169921875,3931.337890625,3949.846923828125,0,0,0,114,1.0
2021-09-06 00:00:00+00:00,3951.520751953125,3962.0732421875,3930.279052734375,3932.46435546875,0,0,0,115,1.0
2021-09-06 01:00:00+00:00,3932.40771484375,3932.40771484375,3915.86181640625,3930.457763671875,0,0,0,116,1.0
2021-09-06 02:00:00+00:00,3929.984130859375,3929.984130859375,3916.820556640625,3918.062255859375,651264,0,0,117,1.0
2021-09-06 03:00:00+00:00,3919.98388671875,3934.321533203125,3902.701171875,3902.701171875,62091264,0,0,118,1.0
2021-09-06 04:00:00+00:00,3906.458740234375,3922.351318359375,3900.29736328125,3919.402587890625,68511744,0,0,119,1.0
2021-09-06 05:00:00+00:00,3923.594970703125,3932.191650390625,3910.811767578125,3930.85107421875,61616128,0,0,120,1.0
2021-09-06 06:00:00+00:00,3932.51513671875,3943.058837890625,3929.34228515625,3934.328125,60067840,0,0,121,1.0
2021-09-06 07:00:00+00:00,3934.0546875,3950.82470703125,3929.761474609375,3945.1181640625,210972672,0,0,122,1.0
2021-09-06 08:00:00+00:00,3945.347900390625,3968.23486328125,3942.955810546875,3959.32080078125,119148544,0,0,123,1.0
2021-09-06 09:00:00+00:00,3960.538818359375,3962.327880859375,3944.035400390625,3960.20361328125,55468032,0,0,124,1.0
2021-09-06 10:00:00+00:00,3956.922607421875,3958.34033203125,3942.486572265625,3949.210205078125,0,0,0,125,1.0
2021-09-06 11:00:00+00:00,3949.21435546875,3954.2119140625,3906.792724609375,3906.792724609375,108828672,0,0,126,1.0
2021-09-06 12:00:00+00:00,3904.51708984375,3914.428955078125,3880.628173828125,3908.34228515625,569858048,0,0,127,1.0
2021-09-06 13:00:00+00:00,3906.036865234375,3918.501953125,3893.788818359375,3918.501953125,89733120,0,0,128,1.0
2021-09-06 14:00:00+00:00,3915.904541015625,3939.636474609375,3913.603271484375,3938.046875,290037760,0,0,129,1.0
2021-09-06 15:00:00+00:00,3938.3662109375,3943.342529296875,3924.94189453125,3924.94189453125,0,0,0,130,1.0
2021-09-06 16:00:00+00:00,3926.628662109375,3941.944580078125,3916.3818359375,3924.392578125,0,0,0,131,1.0
2021-09-06 17:00:00+00:00,3927.076171875,3940.400390625,3927.076171875,3932.5126953125,0,0,0,132,1.0
2021-09-06 18:00:00+00:00,3933.172607421875,3949.10107421875,3927.98974609375,3949.10107421875,0,0,0,133,1.0
2021-09-06 19:00:00+00:00,3947.775634765625,3959.522705078125,3939.491455078125,3939.491455078125,0,0,0,134,1.0
2021-09-06 20:00:00+00:00,3946.7783203125,3949.733642578125,3928.960693359375,3949.733642578125,0,0,0,135,1.0
2021-09-06 21:00:00+00:00,3951.75732421875,3961.134765625,3938.99609375,3952.839111328125,0,0,0,136,1.0
2021-09-06 22:00:00+00:00,3956.78955078125,3959.1328125,3934.253173828125,3940.494873046875,0,0,0,137,1.0
2021-09-07 00:00:00+00:00,3926.451416015625,3930.025390625,3892.78271484375,3895.652099609375,77543424,0,0,138,1.0
2021-09-07 01:00:00+00:00,3900.226806640625,3917.736572265625,3894.166015625,3917.555908203125,96966656,0,0,139,1.0
2021-09-07 02:00:00+00:00,3918.875244140625,3945.314208984375,3918.875244140625,3933.0439453125,349575168,0,0,140,1.0
2021-09-07 03:00:00+00:00,3934.186767578125,3934.67333984375,3909.23388671875,3911.680908203125,0,0,0,141,1.0
2021-09-07 04:00:00+00:00,3914.7939453125,3935.606201171875,3906.36376953125,3918.693603515625,28336128,0,0,142,1.0
2021-09-07 05:00:00+00:00,3918.622802734375,3926.907958984375,3909.89111328125,3924.44677734375,124434432,0,0,143,1.0
2021-09-07 06:00:00+00:00,3925.639892578125,3932.65966796875,3903.438720703125,3903.478515625,0,0,0,144,1.0
2021-09-07 07:00:00+00:00,3902.732666015625,3907.06884765625,3881.857421875,3887.901123046875,263284736,0,0,145,1.0
2021-09-07 08:00:00+00:00,3887.263427734375,3887.263427734375,3755.828369140625,3761.5263671875,1867145216,0,0,146,1.0
2021-09-07 09:00:00+00:00,3760.22216796875,3783.3564453125,3705.287841796875,3717.883056640625,987473920,0,0,147,1.0
2021-09-07 10:00:00+00:00,3715.45068359375,3775.886962890625,3715.45068359375,3762.63330078125,820006912,0,0,148,1.0
2021-09-07 11:00:00+00:00,3765.618408203125,3768.0400390625,3747.4599609375,3752.353759765625,54740992,0,0,149,1.0
2021-09-07 12:00:00+00:00,3752.44189453125,3764.403564453125,3717.400390625,3754.59912109375,0,0,0,150,1.0
2021-09-07 13:00:00+00:00,3754.093017578125,3772.794677734375,3735.531005859375,3735.531005859375,122228736,0,0,151,1.0
2021-09-07 14:00:00+00:00,3731.457275390625,3749.492431640625,3514.541015625,3525.012451171875,1831593984,0,0,152,1.0
2021-09-07 15:00:00+00:00,3435.412353515625,3494.664306640625,3062.222412109375,3466.91943359375,6605879296,0,0,153,1.0
2021-09-07 16:00:00+00:00,3460.71728515625,3574.25244140625,3434.183837890625,3574.25244140625,2668830720,0,0,154,1.0
2021-09-07 17:00:00+00:00,3570.66748046875,3570.66748046875,3436.243896484375,3437.21923828125,1481947136,0,0,155,1.0
2021-09-07 18:00:00+00:00,3432.2919921875,3475.350830078125,3377.579833984375,3442.85107421875,1659609088,0,0,156,1.0
2021-09-07 19:00:00+00:00,3449.22607421875,3472.967529296875,3415.59228515625,3415.59228515625,221048832,0,0,157,1.0
2021-09-07 20:00:00+00:00,3415.56689453125,3453.63134765625,3368.300537109375,3411.7216796875,463917056,0,0,158,1.0
2021-09-07 21:00:00+00:00,3416.82861328125,3427.24267578125,3326.3837890625,3364.40576171875,0,0,0,159,1.0
2021-09-07 22:00:00+00:00,3370.106689453125,3449.322509765625,3344.063232421875,3434.316650390625,865058816,0,0,160,1.0
2021-09-08 00:00:00+00:00,3428.378173828125,3466.2841796875,3384.30029296875,3460.52392578125,518860800,0,0,161,1.0
2021-09-08 01:00:00+00:00,3460.288330078125,3521.39306640625,3434.839111328125,3521.39306640625,736198656,0,0,162,1.0
2021-09-08 02:00:00+00:00,3527.411376953125,3541.576416015625,3499.654541015625,3506.396484375,277782528,0,0,163,1.0
2021-09-08 03:00:00+00:00,3500.3193359375,3504.630126953125,3415.19970703125,3434.093994140625,0,0,0,164,1.0
2021-09-08 04:00:00+00:00,3432.297607421875,3477.1982421875,3420.449462890625,3450.519287109375,336793600,0,0,165,1.0
2021-09-08 05:00:00+00:00,3437.79443359375,3479.072265625,3417.79931640625,3417.79931640625,79233024,0,0,166,1.0
2021-09-08 06:00:00+00:00,3413.63134765625,3433.575927734375,3289.9228515625,3301.5302734375,487190528,0,0,167,1.0
2021-09-08 07:00:00+00:00,3300.9130859375,3342.6640625,3271.149169921875,3275.397705078125,85209088,0,0,168,1.0
2021-09-08 08:00:00+00:00,3263.28759765625,3366.10302734375,3224.764892578125,3362.6806640625,314355712,0,0,169,1.0
2021-09-08 09:00:00+00:00,3362.9111328125,3386.3251953125,3339.16845703125,3366.41357421875,0,0,0,170,1.0
2021-09-08 10:00:00+00:00,3375.657470703125,3398.29931640625,3319.452392578125,3396.9580078125,273076224,0,0,171,1.0
2021-09-08 11:00:00+00:00,3395.2939453125,3450.4921875,3377.558349609375,3416.388916015625,367587328,0,0,172,1.0
2021-09-08 12:00:00+00:00,3409.130126953125,3452.937255859375,3400.731201171875,3407.759033203125,0,0,0,173,1.0
2021-09-08 13:00:00+00:00,3407.1767578125,3442.279541015625,3377.60888671875,3398.48974609375,285282304,0,0,174,1.0
2021-09-08 14:00:00+00:00,3407.31298828125,3423.636962890625,3358.047607421875,3384.111572265625,0,0,0,175,1.0
2021-09-08 15:00:00+00:00,3380.047607421875,3438.14453125,3379.3408203125,3417.267578125,0,0,0,176,1.0
2021-09-08 16:00:00+00:00,3415.564697265625,3491.923828125,3403.864990234375,3488.610595703125,0,0,0,177,1.0
2021-09-08 17:00:00+00:00,3491.87890625,3491.87890625,3453.07568359375,3483.683837890625,0,0,0,178,1.0
2021-09-08 18:00:00+00:00,3480.572265625,3529.382080078125,3470.57421875,3528.643798828125,0,0,0,179,1.0
2021-09-08 19:00:00+00:00,3534.4169921875,3541.351806640625,3514.57666015625,3526.054443359375,0,0,0,180,1.0
2021-09-08 20:00:00+00:00,3524.745361328125,3524.745361328125,3463.6455078125,3474.894775390625,0,0,0,181,1.0
2021-09-08 21:00:00+00:00,3473.012451171875,3488.049560546875,3452.162841796875,3461.2333984375,0,0,0,182,1.0
2021-09-08 22:00:00+00:00,3464.005615234375,3559.121337890625,3455.084716796875,3535.943603515625,522489856,0,0,183,1.0
2021-09-09 00:00:00+00:00,3500.4375,3635.71533203125,3385.255859375,3385.255859375,0,0,0,184,1.0
2021-09-09 01:00:00+00:00,3381.9599609375,3500.663818359375,3360.9189453125,3498.17431640625,909064192,0,0,185,1.0
2021-09-09 02:00:00+00:00,3495.910400390625,3515.230224609375,3452.804931640625,3452.804931640625,0,0,0,186,1.0
2021-09-09 03:00:00+00:00,3452.54833984375,3474.79541015625,3442.163330078125,3474.79541015625,179955712,0,0,187,1.0
2021-09-09 04:00:00+00:00,3471.32568359375,3498.54833984375,3466.755126953125,3486.54931640625,33429504,0,0,188,1.0
2021-09-09 05:00:00+00:00,3486.587890625,3509.92626953125,3477.73193359375,3503.53466796875,0,0,0,189,1.0
2021-09-09 06:00:00+00:00,3508.0556640625,3513.063720703125,3483.418701171875,3491.6220703125,0,0,0,190,1.0
2021-09-09 07:00:00+00:00,3492.826171875,3501.43896484375,3464.859619140625,3501.43896484375,0,0,0,191,1.0
2021-09-09 08:00:00+00:00,3500.57958984375,3562.99267578125,3491.638671875,3525.26025390625,0,0,0,192,1.0
2021-09-09 09:00:00+00:00,3530.77685546875,3537.4365234375,3501.915283203125,3503.974365234375,0,0,0,193,1.0
2021-09-09 10:00:00+00:00,3499.95556640625,3502.564697265625,3457.646240234375,3473.617431640625,0,0,0,194,1.0
2021-09-09 11:00:00+00:00,3472.48828125,3489.937744140625,3468.525146484375,3485.43408203125,0,0,0,195,1.0
2021-09-09 12:00:00+00:00,3483.348388671875,3520.371337890625,3400.51708984375,3495.6435546875,710979584,0,0,196,1.0
2021-09-09 13:00:00+00:00,3490.905029296875,3551.461669921875,3490.905029296875,3519.613037109375,489807872,0,0,197,1.0
2021-09-09 14:00:00+00:00,3516.09521484375,3549.544677734375,3516.09521484375,3531.58447265625,0,0,0,198,1.0
2021-09-09 15:00:00+00:00,3526.759521484375,3539.35693359375,3504.44384765625,3523.286865234375,0,0,0,199,1.0
2021-09-09 16:00:00+00:00,3524.7587890625,3554.024169921875,3509.439208984375,3542.4970703125,0,0,0,200,1.0
2021-09-09 17:00:00+00:00,3540.570068359375,3553.730712890625,3519.7236328125,3519.7236328125,0,0,0,201,1.0
2021-09-09 18:00:00+00:00,3516.046630859375,3521.345458984375,3465.5234375,3469.908935546875,0,0,0,202,1.0
2021-09-09 19:00:00+00:00,3472.920166015625,3484.896728515625,3454.3193359375,3464.642578125,0,0,0,203,1.0
2021-09-09 20:00:00+00:00,3465.677978515625,3480.19091796875,3435.66455078125,3436.091796875,0,0,0,204,1.0
2021-09-09 21:00:00+00:00,3434.40771484375,3471.69384765625,3428.039306640625,3458.224365234375,0,0,0,205,1.0
2021-09-09 22:00:00+00:00,3459.477294921875,3472.46630859375,3433.742919921875,3447.46435546875,0,0,0,206,1.0
2021-09-10 00:00:00+00:00,3425.56494140625,3463.22607421875,3413.03515625,3452.349853515625,0,0,0,207,1.0
2021-09-10 01:00:00+00:00,3453.34765625,3512.5712890625,3453.34765625,3492.889892578125,30486528,0,0,208,1.0
2021-09-10 02:00:00+00:00,3499.1923828125,3499.447509765625,3475.155029296875,3475.155029296875,0,0,0,209,1.0
2021-09-10 03:00:00+00:00,3474.0966796875,3475.90234375,3451.27197265625,3467.253662109375,0,0,0,210,1.0
2021-09-10 04:00:00+00:00,3467.679443359375,3481.47607421875,3453.706298828125,3453.706298828125,0,0,0,211,1.0
2021-09-10 05:00:00+00:00,3454.4580078125,3456.93115234375,3428.341552734375,3455.78173828125,0,0,0,212,1.0
2021-09-10 06:00:00+00:00,3455.58544921875,3459.201416015625,3420.373291015625,3422.784423828125,0,0,0,213,1.0
2021-09-10 07:00:00+00:00,3420.603759765625,3430.635986328125,3396.754638671875,3402.282470703125,0,0,0,214,1.0
2021-09-10 08:00:00+00:00,3400.788330078125,3422.79736328125,3365.89306640625,3371.8271484375,0,0,0,215,1.0
2021-09-10 09:00:00+00:00,3376.208984375,3405.75048828125,3357.561279296875,3398.885498046875,38809600,0,0,216,1.0
2021-09-10 10:00:00+00:00,3403.064697265625,3417.64404296875,3389.12646484375,3407.835693359375,0,0,0,217,1.0
2021-09-10 11:00:00+00:00,3403.6689453125,3405.611328125,3377.586669921875,3401.500732421875,0,0,0,218,1.0
2021-09-10 12:00:00+00:00,3402.0537109375,3415.01708984375,3375.29833984375,3376.764892578125,0,0,0,219,1.0
2021-09-10 13:00:00+00:00,3376.125732421875,3378.990478515625,3322.197509765625,3332.409912109375,0,0,0,220,1.0
2021-09-10 14:00:00+00:00,3327.508056640625,3328.59423828125,3230.68603515625,3246.59716796875,907053056,0,0,221,1.0
2021-09-10 15:00:00+00:00,3245.867431640625,3304.632080078125,3229.55224609375,3302.177734375,874371072,0,0,222,1.0
2021-09-10 16:00:00+00:00,3300.60009765625,3306.1904296875,3284.8818359375,3301.676025390625,33601536,0,0,223,1.0
2021-09-10 17:00:00+00:00,3297.7138671875,3333.361083984375,3286.442138671875,3332.639404296875,151887872,0,0,224,1.0
2021-09-10 18:00:00+00:00,3337.478271484375,3343.665283203125,3325.095458984375,3328.103515625,0,0,0,225,1.0
